,name,first_week,boxoffice,type,duration,release_time,technology,location,director,director_link,actor,production_company,issuing_company
12,小城之春,0.0,150.0,爱情,116,2002-7-26,2D,中国/中国香港/法国/荷兰,田壮壮 Zhuangzhuang Tian,http://www.cbooo.cn/p/69,胡靖钒 Jingfan Hu;;;吴军 Jun Wu;;;辛柏青 Baiqing Xin;;;叶小铿 Xiao Keng Ye;;;卢思思 Sisi Lu,;;;北京电影制片厂 Beijing Film Studio;;; Beijing Rosart Film;;;中国电影集团公司 China Film Group Corporation;;; Fortissimo Film Sales;;;;;;  Orly Films;;; Paradis Films,";;; Artificial Eye;;; Filmfreak Distributie;;; Filmmuseum Distributie;;; Madman Entertainment;;; Palm Pictures;;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
13,烟雨红颜,,600.1,爱情,99,2002-2-26,2D,中国,刘德凯 De-kai Liu,http://www.cbooo.cn/p/11482,邱心志 Xin-zhi Qiu;;;奚美娟 Meijuan Xi;;;曾黎 Li Zeng;;;张信哲 Jeff Chang;;;周笑莉 Xiaoli Zhou;;;周迅 Xun Zhou,;;;上海永乐影视集团 Shanghai Yongle Entertainment Group,;;;博纳影业集团股份有限公司 Bona Film Group
14,二十五个孩子一个爹,,62.1,剧情,Germany:90,2002-5-25,2D,中国,黄宏 Hong Huang,http://www.cbooo.cn/p/1867205,黄宏 Hong Huang,,;;; Ardustry Home Entertainment;;; Twin Film;;; Twin Video;;;中国电影集团公司 China Film Group Corporation
15,一见钟情,,700.1,爱情,,2002-2-9,2D,中国,"夏钢 Gang Xia,孟朱 Zhu Meng","http://www.cbooo.cn/p/1868385,http://www.cbooo.cn/p/1868386",陆毅 Yi Lu;;;范冰冰 Bingbing Fan;;;雪村 Cun Xue;;;海清 Christina Hai,";;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd",";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
16,花眼,,,文艺/艺术片,84,2002-1-1,,中国,李欣 Xin Li,http://www.cbooo.cn/p/4713,梅婷 Ting Mei;;;王学兵 Xuebing Wang;;;武拉拉 Lala Wu;;;徐静蕾 Jinglei Xu,";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd",;;;博纳影业集团股份有限公司 Bona Film Group
17,生活秀,,,剧情,China:106,2002-10-18,,中国,霍建起 Jianqi Huo,http://www.cbooo.cn/p/2355,陶红 Hong Tao;;;陶泽如 Zeru Tao;;;洪涛 Tao Hong;;;潘粤明 Yueming Pan,;;;北京电影制片厂 Beijing Film Studio;;;中国电影集团公司 China Film Group Corporation,
18,我爱你,,,爱情,USA:97,2002-10-25,,中国,张元 Yuan Zhang,http://www.cbooo.cn/p/715,杜澎 Peng Du;;;潘娟 Juan Pan;;;佟大为 Dawei Tong;;;王学兵 Xuebing Wang;;;徐静蕾 Jinglei Xu,;;;西安电影制片厂有限公司 Xian Film Studio,;;;博纳影业集团股份有限公司 Bona Film Group
19,象鸡毛一样飞,,,文艺/艺术片,Japan:94,2002-10-28,,中国,孟京辉 Jing Hui Meng,http://www.cbooo.cn/p/7890,陈建斌 Jianbin Chen;;;秦海璐 Amanda Qin;;;廖凡 Fan Liao;;;陈明昊 Minghao Chen;;;杨婷 Ting Yang;;;李乃文 Naiwen Li,;;; Beijing Guo Song Production Co.;;;西安电影制片厂有限公司 Xian Film Studio;;; Xiying Investment Co.,;;;博纳影业集团股份有限公司 Bona Film Group
20,秋天的流星雨,,,剧情,,2002-7-5,,中国,王坪 Ping Wang,http://www.cbooo.cn/p/1865836,王学兵 Xuebing Wang;;;董勇 Yong Dong;;;韩影 Ying Han;;;王彤 Tong Wang,;;;山东电影制片厂 Shandong Film Studio;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT,";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
0,手机,,5608.7,剧情,107,2003-12-17,2D,中国,冯小刚 Xiaogang Feng,http://www.cbooo.cn/p/455,葛优 You Ge;;;徐帆 Fan Xu;;;张国立 Guoli Zhang;;;范冰冰 Bingbing Fan;;;范伟 Wei Fan;;;韩童生 Tongsheng Han;;;黄素影 Suying Huang;;;张涵予 Hanyu Zhang;;;张路 Lu Zhang;;;杨欣 Xin Yang,";;;哥伦比亚电影制作（亚洲）有限公司 Columbia Pictures Film Production Asia;;;北京电影制片厂 Beijing Film Studio;;;华谊兄弟太合影视投资有限公司 Huayi Brothers&Taihe Entertainment  Co.,Ltd;;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd",";;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;华谊兄弟太合影视投资有限公司 Huayi Brothers&Taihe Entertainment  Co.,Ltd;;;中国电影集团公司 China Film Group Corporation"
1,惊涛骇浪,,603.0,剧情,,2003-2-18,2D,中国,翟俊杰 Junjie Zhai,http://www.cbooo.cn/p/13924,宁静 Jing Ning;;;巫刚 Gang Wu;;;李幼斌 Youbin Li;;;潘粤明 Yueming Pan;;;赵有亮 Youliang Zhao,;;;八一电影制片厂 Bayi Film Studio,
2,大块头有大智慧,1021.0,1401.5,动作,92,2003-9-26,2D,中国香港/中国,杜琪峰 Johnnie To,http://www.cbooo.cn/p/2074,刘德华 Andy Lau;;;张柏芝 Cecilia Cheung;;;张兆辉 Siu-fai Cheung;;;秦煌 Wong Chun;;;汤宝如 Karen Tong;;;于文仲 Wen Zhong Yu;;;黄志伟 Chi Wai Wong;;;黄华和 Wah Wo Wong;;;张珊萌 cacy,";;;中国星电影有限公司 China Star Film Co.,Ltd;;;  One Hundred Years of Film Company;;;银河映像（香港）有限公司 Milky Way Image（Hongkong)）Co.,Ltd;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD",";;;中国星电影有限公司 China Star Film Co.,Ltd;;;  Long Shong Entertainment Group;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD;;;星美（北京）影业有限公司 Stellar Mega Films Limited"
3,天地英雄,27.0,4101.7,动作,114,2003-9-3,2D,中国/中国香港/美国,何平 Ping He,http://www.cbooo.cn/p/1868,姜文 Wen Jiang;;;中井贵一 Kiichi Nakai;;;王学圻 Xueqi Wang;;;赵薇 Vicki Zhao;;;哈斯巴根 Bagen Hasi;;;李海滨 Haibin Li;;;周韵 Yun Zhou;;;杨海泉 Haiquan Yang,";;;哥伦比亚电影制作（亚洲）有限公司 Columbia Pictures Film Production Asia;;; Taihe Film Investment Co. Ltd.;;;西安电影制片厂有限公司 Xian Film Studio;;;中国电影合作制片公司 China Film Co-Production Corporation;;;西部电影集团有限公司 Western Movie Group;;;华谊兄弟太合影视投资有限公司 Huayi Brothers&Taihe Entertainment  Co.,Ltd",";;; Columbia TriStar Film;;; Columbia TriStar Films de Argentina;;; Columbia TriStar Home Entertainment;;; Columbia TriStar Home Entertainment;;; Columbia TriStar Home Video;;; Columbia TriStar;;; LK-TEL;;; Mongrel Media;;; Nelonen;;;索尼经典影业公司 Sony Pictures Classics;;;索尼电影娱乐公司 Sony Pictures Entertainment;;; Universal Pictures Finland Oy;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;中国电影集团公司 China Film Group Corporation"
4,紫蝴蝶,0.0,301.1,战争,France:127,2003-7-25,2D,中国/法国,娄烨 Ye Lou,http://www.cbooo.cn/p/11426,章子怡 Ziyi Zhang;;;刘烨 Ye Liu;;;冯远征 Yuanzheng Feng;;;仲村亨 T&#244;ru Nakamura;;;李冰冰 Bingbing Li,;;;梦幻工厂文化传媒（天津）股份有限公司 Dream factory culture media (Tianjin) Limited by Share Ltd;;; Lou Yi Ltd.;;;上海电影制片厂 Shanghai Film Studio;;; Shanghai SFS Digital Media Co.;;;法国日落黄沙电影公司 Wild Bunch,;;; Palm Pictures;;; Rosebud;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
5,无间道3,1665.0,3601.0,警匪,Argentina:118,2003-12-11,2D,中国香港/中国,"刘伟强 Andrew Lau,麦兆辉 Alan Mak","http://www.cbooo.cn/p/7922,http://www.cbooo.cn/p/7923",梁朝伟 Tony Leung;;;刘德华 Andy Lau;;;黎明 Leon Lai;;;陈道明 Daoming Chen;;;陈慧琳 Kelly Chen;;;黄秋生 Anthony Wong;;;曾志伟 Eric Tsang;;;郑秀文 Sammi Cheng;;;刘嘉玲 Carina Lau;;;陈冠希 Edison Chan;;;余文乐 Shawn Yue;;;杜汶泽 Chapman To;;;李子雄 Waise Lee;;;林家栋 Ka Tung Lam;;;吴廷烨 Berg Ng;;;尹扬明 Yeung Ming Wan;;;利沙华 Courtney Wu;;;欧轩伟 Au Hin Wai;;;何家驹 Ka-Kui Ho;;;尹志强 Wan Chi Keung,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;天津电影制片厂 Tianjin Film Studio;;;东方神龙影业有限公司 East Dragon Pictures  Co.,Ltd;;; CMC Group;;; Basic Pictures;;;中国电影合作制片公司 China Film Co-Production Corporation",;;; A-Film Home Entertainment;;; Bright Angel Distribution;;; Cinema Mondo;;; Comstock;;; Dragon Dynasty;;; Galileo Medien AG;;; MTV Netherlands;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;; Mega Star Video Distribution;;; Pan Vision Oy;;; Tartan Video;;;博纳影业集团股份有限公司 Bona Film Group
6,午夜惊魂,,200.5,恐怖/惊悚,,2003-8-22,2D,中国,李歇浦 Xiepu Li,http://www.cbooo.cn/p/2066,宋佳 Jia Song;;;彭丹 Diana Pang;;;李宗翰 Zonghan Li;;;王国京 Guojing Wang;;;杨蓉 Rong Yang;;;牛犇 Ben Niu,,;;;博纳影业集团股份有限公司 Bona Film Group
7,玉观音,,800.7,犯罪/剧情,110,2003-12-25,2D,中国,许鞍华 Ann Hui,http://www.cbooo.cn/p/544,赵薇 Vicki Zhao;;;谢霆锋 Nicholas Tse;;;柳云龙 Yunlong Liu;;;陈建斌 Jianbin Chen;;;付强 Qiang Fu;;;高志兰 Zhilan Gao;;;肖聪 Cong Xiao;;;牛莉 Li Niu,;;;世纪英雄电影投资公司 Century Hero Film Investment Company,";;; Art Port;;; CCTV Movie Channel;;; CaiChang International;;;世纪英雄电影投资公司 Century Hero Film Investment Company;;;中国电影集团公司 China Film Group Corporation;;;中国星电影有限公司 China Star Film Co.,Ltd;;;  Neco;;; Tai Seng Entertainment;;; Universe Entertainment;;;寰宇影片发行有限公司 Universe Films Distribution Co.,Ltd;;;世纪环球电影院线发展有限公司 Century Universal Film Network Development Co.,Ltd."
8,无间道2,527.0,800.8,警匪/动作,119,2003-9-5,2D,中国香港/中国/新加坡,刘伟强 Andrew Lau,http://www.cbooo.cn/p/7922,黄秋生 Anthony Wong;;;曾志伟 Eric Tsang;;;刘嘉玲 Carina Lau;;;吴镇宇 Francis Ng;;;陈冠希 Edison Chan;;;余文乐 Shawn Yue;;;胡军 Jun Hu;;;张同祖 Joe Cheung;;;方家煌 Henry Fong;;;敖志君 Peter Ngor;;;黄岳泰 Arthur Wong;;;陈德森 Teddy Chan;;;张耀扬 Roy Cheung;;;廖启智 Kai Chi Liu;;;杜汶泽 Chapman To;;;陈望华 Alexander Chan;;;连凯 Andrew Lien;;;惠英红 Kara Hui;;;傅嘉莉 Kelly Fu;;;段伟伦 William Tuen;;;林威 Wai Lam;;;黄锐生 Yui Sang Wong;;;刘中基 Frank Michael Liu;;;利志强 Chi-Keung Lee;;;布兰登·雷亚 Brandon Rhea;;;李霆锋 Ting-Fung Li;;;龙比意 Bey Logan,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;新加坡新传媒星霖电影公司 Xin Jia Po Xinmedia Xing Lin Dian Yingcompany;;;东方神龙影业有限公司 East Dragon Pictures  Co.,Ltd;;; Basic Pictures;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD",";;; A-Film Home Entertainment;;; Bright Angel Distribution;;; Cinema Mondo;;; Comstock;;; Dragon Dynasty;;; MTV Netherlands;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;; Media Cooperation One (MC-One);;;新加坡新传媒星霖电影公司 Xin Jia Po Xinmedia Xing Lin Dian Yingcompany;;; Mega Star Video Distribution;;; Pan Vision Oy;;; Tartan Video;;; Tartan;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD;;;星美（北京）影业有限公司 Stellar Mega Films Limited"
9,午夜惊魂,,200.5,恐怖/惊悚,,2003-8-22,2D,中国,李歇浦 Xiepu Li,http://www.cbooo.cn/p/2066,宋佳 Jia Song;;;彭丹 Diana Pang;;;李宗翰 Zonghan Li;;;王国京 Guojing Wang;;;杨蓉 Rong Yang;;;牛犇 Ben Niu,,;;;博纳影业集团股份有限公司 Bona Film Group
10,芬妮的微笑,,200.0,爱情,105,2003-2-26,,奥地利/中国,胡玫 Mei Hu,http://www.cbooo.cn/p/178,妮娜·普罗尔 Nina Proll;;;王志文 Zhiwen Wang;;;宋晓英 Xiaoying Song,";;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;; Josef Koschier;;; SK-Film Salzburg/Vienna",";;; Beta Film;;; Buena Vista International;;; EastWest Distribution;;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd;;;博纳影业集团股份有限公司 Bona Film Group"
11,警察有约,,0.1,喜剧/爱情,100,2003-12-27,2D,中国,徐耿 Geng Xu,http://www.cbooo.cn/p/1109,丁嘉丽 Jiali Ding;;;贺小书 Xiaoshu He;;;剧雪 Xue Ju;;;梁静 Jing Liang;;;李明启 Mingqi Li;;;李湘 Xiang Li;;;马晓晴 Xiaoqing Ma;;;汪韬 Tao Wang;;;伍宇娟 Yujuan Wu;;;夏雨 Yu Xia;;;谢雨欣 Yuxin Xie;;;雪村 Cun Xue;;;许亚军 Yajun Xu;;;羊立新 Lixin Yang;;;原莉 Li Yuan;;;袁泉 Quan Yuan,;;;南京电影制片厂 Nanjing Film Studio,
12,我和爸爸,,50.1,剧情,Canada:98,2003-12-3,2D,中国,徐静蕾 Jinglei Xu,http://www.cbooo.cn/p/146,叶大鹰 Daying Ye;;;姜文 Wen Jiang;;;裘逑 Qiu Qiu;;;苏小明 Xiaoming Su;;;张元 Yuan Zhang;;;徐静蕾 Jinglei Xu,;;;中国保利华亿传媒公司 Poly-Huayi Media of China;;; Supreme Concept Cultural Development Co. Ltd.,";;; Golden Village;;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
13,暖冬,,300.0,剧情,96分钟,2003-3-7,2D,中国,吴天戈 Tiange Wu,http://www.cbooo.cn/p/1978,王姬 Heidi Wong;;;丁嘉元 Jiayuan Ding;;;王学兵 Xuebing Wang,";;;上海电影制片厂 Shanghai Film Studio;;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd",";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
14,绿茶,,400.2,爱情,83,2003-8-22,2D,中国,张元 Yuan Zhang,http://www.cbooo.cn/p/715,姜文 Wen Jiang;;;赵薇 Vicki Zhao;;;王海珍 Haizhen Wang;;;张元 Yuan Zhang,;;; Asian Union Film Ltd.,";;;中国保利华亿传媒公司 Poly-Huayi Media of China;;; CCTV Movie Channel;;;美亚娱乐资讯集团有限公司 Mei Ah Entertainment Co.,Ltd;;; Rentrak Japan K.K.;;; Silver Kent Technology;;;星美（北京）影业有限公司 Stellar Mega Films Limited"
15,周渔的火车,2.0,2000.0,爱情,Japan:93,2003-2-13,,中国/中国香港,孙周 Zhou Sun,http://www.cbooo.cn/p/2394,巩俐 Li Gong;;;梁家辉 Tony Leung Ka Fai;;;孙红雷 Honglei Sun;;;李志雄 Zhixiong Li;;;孙周 Zhou Sun,";;;中国电影合作制片公司 China Film Co-Production Corporation;;;中国电影集团公司 China Film Group Corporation;;; Glory Top Properties;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;; Senjiu Film",";;; Columbia TriStar Films de Argentina;;; Good Machine International;;; Herald Film Company;;; LK-TEL;;; Mongrel Media;;; Paradise Group;;; RCV Film Distribution;;;索尼经典影业公司 Sony Pictures Classics;;; V&#233;rtigo Films;;;北京联盟影业投资有限公司 Beijing Union Film Investment Co.,LTD"
16,老鼠爱上猫,,2300.1,喜剧,Hong Kong:92,2003-2-1,2D,中国香港/中国,陈嘉上 Gordon Chan,http://www.cbooo.cn/p/12428,刘德华 Andy Lau;;;张柏芝 Cecilia Cheung;;;黄秋生 Anthony Wong;;;李冰冰 Bingbing Li;;;张达明 Tat-Ming Cheung;;;杜汶泽 Chapman To;;;林子聪 Chi Chung Lam;;;张豪龙 Ho Lung Cheung;;;黄一飞 Yut Fei Wong,";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;; Changchun Film Studio;;;中国电影合作制片公司 China Film Co-Production Corporation;;;东方神龙影业有限公司 East Dragon Pictures  Co.,Ltd;;; Basic Pictures",;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;;博纳影业集团股份有限公司 Bona Film Group
17,中国功夫少女组,,0.1,动作,China:105,2003-9-12,2D,中国/中国台湾,王毓雅 Alice Wang,http://www.cbooo.cn/p/5984,袁咏仪 Anita Yuen;;;陈坤 Kun Chen;;;黄湘怡 Stella Ng;;;林依晨 Ariel Lin;;;安以轩 Ady Ang;;;孙丽婷 Agnes Sun,";;; Film Bureau State Administration of Radio, Film and TV;;; Youth Movies Production Company Ltd.;;; Guoli Motion Pictures Production Company Ltd.",;;; China Film Cooperation Bureau Ltd.;;;博纳影业集团股份有限公司 Bona Film Group
18,卡拉是条狗,,700.1,喜剧,China:100,2003-3-7,2D,中国,路学长 Xuechang Lu,http://www.cbooo.cn/p/3191,葛优 You Ge;;;丁嘉丽 Jiali Ding;;;李滨 Bin Li;;;李勤勤 Qinqin Li;;;夏雨 Yu Xia;;;李佳璇 Jiaxuan Li,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
19,我的美丽乡愁,,200.2,剧情,USA:120,2003-1-17,2D,中国,俞钟 Zhong Yu,http://www.cbooo.cn/p/12970,艾丽娅 Ailiya;;;陈晓东 Daniel Chan;;;崔林 Lin Cui;;;罗家英 Kar Ying Law;;;刘璇 Xuan Liu;;;徐静蕾 Jinglei Xu,";;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;; Strand Releasing",;;;猎户座影业公司 Orion Pictures Corporation;;;博纳影业集团股份有限公司 Bona Film Group
20,武士,,,战争,158,2003-1-10,,韩国/中国,金成洙 Sung-su Kim,http://www.cbooo.cn/p/8212,郑雨盛 Woo-sung Jung;;;安圣基 Seong-gi Ahn;;;朱镇谟 Jin-mo Ju;;;章子怡 Ziyi Zhang;;;朴勇宇 Yong-woo Park;;;朴正学 Jeong-hak Park;;;刘海镇 Hye-jin Yu;;;郑锡勇 Seok-yong Jeong;;;李斗一 Du-il Lee;;;宋在浩 Jae-ho Song;;;于荣光 Ringo Yu,;;;北京电影制片厂 Beijing Film Studio;;;韩国希杰娱乐株式会社 CJ Entertainment;;; China Film;;; Intz.com;;; KTB Network;;; Muhan Technology;;; Sidus Pictures,;;; A-Film Home Entertainment;;; Central Partnership;;; Contender Entertainment Group;;; GAGA Communications;;; Humax Pictures;;; SND;;; Tai Seng Video Marketing;;; Yellowtail Corporation;;; e-m-s the DVD-Company;;;中国电影集团公司 China Film Group Corporation
21,38度,,,爱情,China:100,2003-10-24,,中国,刘新 Xin Liu,http://www.cbooo.cn/p/175,池华琼 Huaqiong Chi;;;黄磊 Lei Huang;;;陶红 Hong Tao;;;谢雨欣 Yuxin Xie,,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
0,喜洋洋,,24.6,喜剧,,2004-5-1,2D,中国,徐燕燕 Yanyan Xu,http://www.cbooo.cn/p/1867975,夏雨 Yu Ha;;;关曼莉 Manli Guan,,
1,上学路上,,318.9,剧情,China:90,2004-9-1,2D,中国,方刚亮 Fang Gangliang,http://www.cbooo.cn/p/1862396,艾丽娅 Ailiya;;;杨树林 Shulin Yang;;;吴旭 Xu Wu,;;;山东电影制片厂 Shandong Film Studio;;; Shandong TV,;;; Twin Film;;;中国电影集团公司 China Film Group Corporation
2,邓小平·1928,,600.0,传记,98,2004-8-18,2D,中国,李歇浦 Xiepu Li,http://www.cbooo.cn/p/2066,安荣生 Rongsheng An;;;余文乐 Shawn Yue;;;秦岚 Lan Qin;;;黄薇 Wei Huang;;;刘劲 Jin Liu;;;王洛勇 Luoyong Wang,,;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
3,纸飞机,,10.9,剧情,,2004-6-19,2D,中国,"江平 Ping Chiang,刘新 Xin Liu","http://www.cbooo.cn/p/29279,http://www.cbooo.cn/p/175",娜仁花 Renhua Na;;;牛犇 Ben Niu,;;;潇湘电影集团 Xiaoxiang Film Group,;;;上海电影股份有限公司影视发行分公司 Eastern Mordor
4,张思德,,4004.8,主旋律,102分钟,2004-10-10,2D,中国,尹力 Li Yin,http://www.cbooo.cn/p/13831,吴军 Jun Wu;;;唐国强 Guoqiang Tang;;; 邹俊百 Sam Chow;;;刘滢 Ying Liu,";;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;;北京电影制片厂 Beijing Film Studio;;;中国电影集团公司 China Film Group Corporation",";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd"
5,可可西里,1.0,604.0,动物/剧情,Argentina:98,2004-10-1,2D,中国/中国香港,陆川 Chuan Lu,http://www.cbooo.cn/p/5844,多布杰 Duobujie;;;张磊 Zhang Lei;;;赵雪萤 Xueying Zhao,";;;美国哥伦比亚影业公司 Columbia Pictures Industries, Inc.;;;  National Geographic World Films;;;华谊兄弟太合影视投资有限公司 Huayi Brothers&Taihe Entertainment  Co.,Ltd",";;; Axiom Films;;; Columbia TriStar Films de Argentina;;; IDP Distribution;;; LK-TEL;;; R&#233;zo Films;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;中国电影集团公司 China Film Group Corporation;;;中影集团数字电影院线有限公司 China Film Group Digital Cinema Line Co.,Ltd"
6,天黑请闭眼,,2004.7,恐怖/惊悚,China:90,2004-4-1,2D,中国,阿甘 Agan,http://www.cbooo.cn/p/128,张耀扬 Roy Cheung;;;廖凡 Fan Liao;;;李小冉 Xiaoran Li;;;宋佳 Jia Song;;;王志文 Zhiwen Wang;;;黄智贤 Chi-yin Wong;;;吴倩莲 Chien-lien Wu;;;于娜 Na Yu,";;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD;;;星美（北京）影业有限公司 Stellar Mega Films Limited",";;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD"
7,大城小事,476.0,802.4,爱情,Hong Kong:94,2004-2-12,2D,中国,叶伟信 Wilson Yip,http://www.cbooo.cn/p/2230,王菲 Faye Wong;;;陈建斌 Jianbin Chen;;;李娜英 Na-yeong Lee;;;黎明 Leon Lai;;;周月 Yue Zhou,";;; China Film;;; Paciwood Music and Entertainment Corporation;;;天津电影制片厂 Tianjin Film Studio;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD",";;; Go Film Distribution;;;高先电影有限公司 Golden Scene Company Ltd.;;;星空传媒发行制作有限公司 Star Media Distribution Co., Ltd.;;; Wide Sight Entertainment Limited;;;星美传媒集团有限公司 Stellar Megamedia Group Co., LTD;;;星美（北京）影业有限公司 Stellar Mega Films Limited"
